phrase,stage,freq,success,success_rate
Is there any coverage to a past employer or union?,Needs Analysis,1,1,1.0
Do you need any specific doctors?,Needs Analysis,1,1,1.0
What type of benefits would you want to be better or improved?,Needs Analysis,1,1,1.0
Do you receive any type of additional medical coverage through a former employer?,Needs Analysis,1,1,1.0
Tell me a little bit about Jermaine's needs.,Needs Analysis,1,1,1.0
Any Medicaid or assistance from the state of North Carolina?,Needs Analysis,1,1,1.0
Did they go through an enrollment with you?,Needs Analysis,1,1,1.0
Have you had any hospital stays or anything recently?,Needs Analysis,1,1,1.0
"Do you have any family doctor, specialist doctor, dentist, hospital, and a medical facility?",Needs Analysis,1,1,1.0
How frequently do you see doctor or use your medical benefits?,Needs Analysis,1,1,1.0
How often do you see Karen Dong?,Needs Analysis,1,1,1.0
Do you want to hear about any new benefits you may be eligible for?,Needs Analysis,1,1,1.0
"Do you need help with hearing aids, Wilfred?",Needs Analysis,1,1,1.0
"Would that be of interest to you, ma'am, to know?",Needs Analysis,1,1,1.0
Are there any other specific benefits that are also important to you for this year?,Needs Analysis,1,1,1.0
"Is that where you're seeing all of your specialists, mister Sheree?",Needs Analysis,1,1,1.0
What was this that you said you lost your Medicaid benefits?,Needs Analysis,1,1,1.0
"So, yeah, I'm gonna obviously, I'm seeing what they're telling me right now",Needs Analysis,1,1,1.0
Do you have your doctor?,Needs Analysis,1,1,1.0
"Does it give you any other benefits like, you know, food, groceries, anything like that?",Needs Analysis,1,1,1.0
How did you try to get food?,Needs Analysis,1,1,1.0
How does your UnitedHealthcare plan working for you?,Needs Analysis,1,1,1.0
Do you get anything from your job?,Needs Analysis,1,1,1.0
Are they working pretty good for you?,Needs Analysis,1,1,1.0
What in particular was it?,Needs Analysis,1,1,1.0
Have you gotten what you were looking for with this new plan?,Needs Analysis,1,1,1.0
Tell me a little bit about which benefits are who do you have right now for your current coverage?,Needs Analysis,1,1,1.0
Do you have any other prescription drug coverage?,Needs Analysis,1,1,1.0
Is there anything you don't like about it?,Needs Analysis,1,1,1.0
Are you currently a resident in nursing home or long term care facility?,Needs Analysis,1,1,1.0
"What about, like, dental, vision? Are those important to you?",Needs Analysis,1,1,1.0
"How you doing, like, on your dental and vision for WellCare?",Needs Analysis,1,1,1.0
Do you wanna write down your ID number?,Needs Analysis,1,1,1.0
Does he take medications currently?,Needs Analysis,1,1,1.0
"In your retirement, do you receive any additional medical coverage?",Needs Analysis,1,1,1.0
Does he have major lung issues?,Needs Analysis,1,1,1.0
Are you currently taking medication?,Needs Analysis,1,1,1.0
Were you just going for a checkup? Is everything okay?,Needs Analysis,1,1,1.0
What kind of other things?,Needs Analysis,1,1,1.0
"Do you need any dental, vision, or hearing?",Needs Analysis,1,1,1.0
What is most important plan wise?,Needs Analysis,1,1,1.0
Does he wear glasses? Is vision important?,Needs Analysis,1,1,1.0
Do you get any military benefits like VA TRICARE or CHAMPVA?,Needs Analysis,1,1,1.0
"He needs dental work. He does wear glasses, plus he has contacts.",Needs Analysis,1,1,1.0
Do you get any Medicaid or extra help through the state or just Medicare?,Needs Analysis,1,1,1.0
"Did you want to be in that, or did you want to be in the Humana?",Needs Analysis,1,1,1.0
Did you get a letter from Medicaid saying that you lost your benefits?,Needs Analysis,1,1,1.0
Did she go through your medications at all with you?,Needs Analysis,1,1,1.0
Will you have any other prescription drug coverage when this plan becomes effective?,Needs Analysis,1,1,1.0
I asked you about your prescription drugs.,Needs Analysis,1,1,1.0
"Do you have any type of chronic condition like diabetes or heart, anything like that?",Needs Analysis,1,1,1.0
You take those. No.,Needs Analysis,1,1,1.0
What benefits are important?,Needs Analysis,1,1,1.0
What made you go to this particular Humana plan?,Needs Analysis,1,1,1.0
What do you have a neurologist for?,Needs Analysis,1,1,1.0
Do you have transportation with your plan so you can get around?,Needs Analysis,1,1,1.0
"Is anything else important like, you know, hearing, dental, or vision?",Needs Analysis,1,1,1.0
"What about, like, any medication for, like, diabetes or prediabetes?",Needs Analysis,1,1,1.0
"Do you need dental implants, or are you okay as far as your dental need?",Needs Analysis,1,1,1.0
Do you have an inhaler?,Needs Analysis,1,1,1.0
Do you have any other things except asthma?,Needs Analysis,1,1,1.0
Did you happen to do anything fun for your birthday?,Needs Analysis,1,1,1.0
How's that plan working out for you?,Needs Analysis,1,1,1.0
Is that the same ZIP code?,Needs Analysis,1,1,1.0
Did you want me to go in and check on the new medications?,Needs Analysis,1,1,1.0
Do you have any coverage or are you in a nursing home or assisted living facility?,Needs Analysis,1,1,1.0
How are you taking that every day?,Needs Analysis,1,1,1.0
Have you got your new cards yet?,Needs Analysis,1,1,1.0
Do you receive any medical benefits from a current or a former employer or union group?,Needs Analysis,1,1,1.0
Are you taking something for diabetes?,Needs Analysis,1,1,1.0
Do you have any other thing you can think off the top of your head that's been very expensive for you?,Needs Analysis,1,1,1.0
What do you do for your insurance right now?,Needs Analysis,1,1,1.0
"Did you call up Aetna and do they say, like, can they use the old one?",Needs Analysis,1,1,1.0
Do you have any other kind of coverage like a veterans coverage?,Needs Analysis,1,1,1.0
What about any dental? Is there any dental requirements that you have?,Needs Analysis,1,1,1.0
You can do that because you have your ID number.,Needs Analysis,1,1,1.0
"Do you have any chronic condition like, diabetes or heart condition by chance?",Needs Analysis,1,1,1.0
Does he have a primary care doctor that we need to look up for him?,Needs Analysis,1,1,1.0
"Do you have your red, white, and blue Medicare Part a, Part b card?",Needs Analysis,1,1,1.0
What about your doctors?,Needs Analysis,1,1,1.0
Do you actually go out of network very much at all?,Needs Analysis,1,1,1.0
What are the drugs you take?,Needs Analysis,1,1,1.0
"Does that do you maximize that benefit there, Mary?",Needs Analysis,1,1,1.0
"Do you have any preference, for a doctor?",Needs Analysis,1,1,1.0
What do you need done for dental out of of curiosity?,Needs Analysis,1,1,1.0
Just curious with your Anthem plan. Do you get the $45 a month for groceries with them?,Needs Analysis,1,1,1.0
"Did you know that in your state, you could get over a hundred dollars extra a month from Social Security?",Needs Analysis,1,1,1.0
Can I send this in?,Needs Analysis,1,1,1.0
Is dental coverage important to you?,Needs Analysis,1,1,1.0
"If something happens this month, I'll let you know.",Needs Analysis,1,1,1.0
"What kind of information do you like, or would you like to know?",Needs Analysis,1,1,1.0
Do you have a primary care doctor that you're seeing that you want to keep seeing?,Needs Analysis,1,1,1.0
Let's see if there are any options for you to get more.,Needs Analysis,1,1,1.0
Are you seeing any specialist too?,Needs Analysis,1,1,1.0
How do you need to get any type of dental work done or any work on your eyes at all for this year?,Needs Analysis,1,1,1.0
How has UnitedHealthcare been treating you?,Needs Analysis,1,1,1.0
"Are you using that, by the way?",Needs Analysis,1,1,1.0
"Do you make your own health care decisions, or does somebody else do that for you, Melvin?",Needs Analysis,1,1,1.0
"Do you have any coverage through, like, an old employer, union, or any military benefits?",Needs Analysis,1,1,1.0
Did you ever go to the local Medicaid office?,Needs Analysis,1,1,1.0
What's the one main thing that you like about your current plan?,Needs Analysis,1,1,1.0
What I really need is the dental and the vision.,Needs Analysis,1,1,1.0
Do you have any medical coverage through maybe a previous employer?,Needs Analysis,1,1,1.0
What else is important to you for with your plan for this year?,Needs Analysis,1,1,1.0
"Is there anything, besides the food card, that you are looking to increase?",Needs Analysis,1,1,1.0
Do you have any diabetes or heart issues?,Needs Analysis,1,1,1.0
"If I can get you more than the $180, is that something that will make you happy?",Needs Analysis,1,1,1.0
Do you go to Johnson Ague?,Needs Analysis,1,1,1.0
What about dental? Tell me a little bit about what's going on with dental for you.,Needs Analysis,1,1,1.0
Do you have any prescription bottles on you?,Needs Analysis,1,1,1.0
"If there was one thing that you would want to improve with it, what would it be?",Needs Analysis,1,1,1.0
"Do you have any, like, a particular insurance company you want?",Needs Analysis,1,1,1.0
"How much do you currently receive on the red, white I'm sorry, on the, you card from UnitedHealthcare?",Needs Analysis,1,1,1.0
Do you receive any assistance from the state of Missouri called Medicaid?,Needs Analysis,1,1,1.0
"Is there anything specific that really stands out that like, a benefit?",Needs Analysis,1,1,1.0
What do you know about your current coverage?,Needs Analysis,1,1,1.0
Do you see specialists at all?,Needs Analysis,1,1,1.0
"Do you have any other doctors you're seeing, like a dentist?",Needs Analysis,1,1,1.0
Whatâ€™s the one main thing youâ€™re looking for in a plan?,Needs Analysis,1,1,1.0
Do you ever use your card for dental?,Needs Analysis,1,1,1.0
Do you get charged for your medications from the VA?,Needs Analysis,1,1,1.0
What type of insulin do you take?,Needs Analysis,1,1,1.0
Do you have a dental need?,Needs Analysis,1,1,1.0
"What's the question, that you have about it?",Needs Analysis,1,1,1.0
How about vision? Are we thinking about maybe getting you in for a pair of glasses?,Needs Analysis,1,1,1.0
"What about your vision benefits there, Patricia?",Needs Analysis,1,1,1.0
"Are you seeing multiple specialists right now, Louis?",Needs Analysis,1,1,1.0
"Does this plan help you with, like, any food or groceries or anything like that?",Needs Analysis,1,1,1.0
Do you need some transportation?,Needs Analysis,1,1,1.0
"Has she ever been diagnosed with any chronic conditions like diabetes, heart conditions, or COPD?",Needs Analysis,1,1,1.0
What are you getting for your food benefit with that right now?,Needs Analysis,1,1,1.0
Any other doctors or specialists?,Needs Analysis,1,1,1.0
How often would you say you go to the doctors?,Needs Analysis,1,1,1.0
"Do you receive Medicaid, I heard, from, Susan Right?",Needs Analysis,1,1,1.0
What's the one main thing you like about that Anthem plan right now?,Needs Analysis,1,1,1.0
Have you ever been told that you have heart failure?,Needs Analysis,1,1,1.0
"Do you have any type of chronic condition like diabetes, heart condition, anything like that?",Needs Analysis,1,1,1.0
Are you seeing a specialist?,Needs Analysis,1,1,1.0
"Do you have any other, like, chronic illnesses?",Needs Analysis,1,1,1.0
Is there any dental works that you need doing in the next six months?,Needs Analysis,1,1,1.0
Did you already pay out of pocket?,Needs Analysis,1,1,1.0
"So you have Medicare you have Medicare and Medicaid, it looks like?",Needs Analysis,1,1,1.0
Are you also with the company like Humana or UnitedHealthcare?,Needs Analysis,1,1,1.0
What were you looking to get?,Needs Analysis,1,1,1.0
Are you healthy?,Needs Analysis,1,1,1.0
How is the prescription treating you right now with your plan with Aetna?,Needs Analysis,1,1,1.0
Are there any other benefits that you could use more of?,Needs Analysis,1,1,1.0
How do you use your health care coverage?,Needs Analysis,1,1,1.0
Is there any other doctors or specialists that are important to you?,Needs Analysis,1,1,1.0
"Do you have Medicaid too, Bobby by chance?",Needs Analysis,1,1,1.0
What about the additional benefits then? Tell me a little bit about what's going on with dental.,Needs Analysis,1,1,1.0
Have you received it all in the past in the past at all?,Needs Analysis,1,1,1.0
What about vision? Is that important to you?,Needs Analysis,1,1,1.0
